"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"3136","RT @TWTRticker: $TWTR close: 24.99",FALSE,0,NA,2015-12-09 08:11:06,FALSE,NA,"674501512069029888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WikiWage",1,TRUE,FALSE,NA,NA
"3137","RT @PortfolioBuzz: Access curated tweets- high relevancy, less spam - US Tech Giants https://t.co/J74uV6qAnD $AAPL $GOOGL $MSFT $FB $TWTR",FALSE,0,NA,2015-12-09 08:09:12,FALSE,NA,"674501033645776896",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","diggingplatinum",1,TRUE,FALSE,NA,NA
"3138","RT @S_STRM_: W/L:TSLA+19% BABA+19% 1/2 AMZN+2.3% 1/2DIS+10% 1/2 CMG+4% TSLA +4.5% 1/2 NFLX+12.5%/IBB-3.5% Active: $SCTY $AAPL $TWTR $GPRO $…",FALSE,0,NA,2015-12-09 08:09:12,FALSE,NA,"674501031003348992",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","diggingplatinum",1,TRUE,FALSE,NA,NA
"3139","Monitor your watchlist of assets for tweets - US Tech Giants https://t.co/J74uV6qAnD $AAPL $GOOGL $MSFT $FB $TWTR",FALSE,0,NA,2015-12-09 08:04:49,FALSE,NA,"674499930904535040",NA,"<a href=""http://127.0.0.1:3000/"" rel=""nofollow"">Twitter tweets 111</a>","PortfolioBuzz",0,FALSE,FALSE,NA,NA
"3140","$TWTR - Digits https://t.co/m1tlJ1g6Bx",FALSE,0,NA,2015-12-09 08:03:10,FALSE,NA,"674499512778534912",NA,"<a href=""http://www.advfn.com"" rel=""nofollow"">ADVFN News Alert</a>","StockNews_",0,FALSE,FALSE,NA,NA
"3141","SMN ProShares UltraShort Basic Materials Bid
https://t.co/gUsJMqqdzQ

$SMN $ECIG $XLE $TWTR #SMN #nasdaq #share",FALSE,1,NA,2015-12-09 07:46:07,FALSE,NA,"674495222449967104",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","Jake132013",0,FALSE,FALSE,NA,NA
"3142","FXE Currency Shares Euro Trust Last Price
https://t.co/TOMutC3pJy

$FXE $TWTR $INTC $VLKAY #FXE #finance #stockmarket",FALSE,0,NA,2015-12-09 07:40:33,FALSE,NA,"674493821644726272",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","IHPosts",0,FALSE,FALSE,NA,NA
"3143","We now have a Paper #Trading Simulator! | Let Real Pros Evaluate Your Trades https://t.co/3bxCuyhuI8 $AAPL $FB $TWTR https://t.co/tyxC2MImgR",FALSE,2,NA,2015-12-09 07:40:11,FALSE,NA,"674493732331364353",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","WarriorNewsFeed",0,FALSE,FALSE,NA,NA
"3144","DDD 3D Systems Corp. Summary
https://t.co/ozKTNBNXFT

$DDD $PBH.TO $TWTR $AUY #DDD #stocks #nasdaq",FALSE,0,NA,2015-12-09 07:38:07,FALSE,NA,"674493209372844032",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","lookn4wins",0,FALSE,FALSE,NA,NA
"3145","ATE Advantest Corp. Bid
https://t.co/esoV0y6B7g

$ATE $TWTR $FCX $RUSS #ATE #investing #invest",FALSE,0,NA,2015-12-09 07:35:03,FALSE,NA,"674492437075628032",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","rosnerstocks",0,FALSE,FALSE,NA,NA
"3146","Access curated tweets- high relevancy, less spam - US Tech Giants https://t.co/J74uV6qAnD $AAPL $GOOGL $MSFT $FB $TWTR",FALSE,0,NA,2015-12-09 07:26:03,FALSE,NA,"674490173321777152",NA,"<a href=""http://127.0.0.1:3000/"" rel=""nofollow"">Twitter tweets 111</a>","PortfolioBuzz",1,FALSE,FALSE,NA,NA
"3147","W/L:TSLA+19% BABA+19% 1/2 AMZN+2.3% 1/2DIS+10% 1/2 CMG+4% TSLA +4.5% 1/2 NFLX+12.5%/IBB-3.5% Active: $SCTY $AAPL $TWTR $GPRO $BABA $DIS $NKE",FALSE,0,NA,2015-12-09 07:16:04,FALSE,NA,"674487663223795712",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","S_STRM_",1,FALSE,FALSE,NA,NA
"3148","I think the $TWTR Board Members are all asleep at the wheel. #ChiefTweetingOfficer #TWTRnetworknewshour https://t.co/K5IfQMDa6z",FALSE,0,NA,2015-12-09 07:11:59,FALSE,NA,"674486632507117568",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","postpositions",0,FALSE,FALSE,NA,NA
"3149","RT @WhatTheFFacts: Steve Ballmer, CEO of Microsoft from January 2000 to February 2014, actually owns about 5% of Twitter Inc. $TWTR",FALSE,0,NA,2015-12-09 07:11:38,FALSE,NA,"674486544577773568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mjmnyc2000",58,TRUE,FALSE,NA,NA
"3150","RT @greensboro_nc: Twitter Is Experimenting With a New, Non-Chronological Timeline - TIME https://t.co/zI5GrRJJUC #Twitter • $TWTR https://…",FALSE,0,NA,2015-12-09 07:10:51,FALSE,NA,"674486349215506432",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","danielyhwh",1,TRUE,FALSE,NA,NA
"3151","RT @SwingWarrior: Mid-Day Recap on Small Cap Trades - 12/7/15 https://t.co/ml55va9Ps9 #Stocks #Trading $AAPL $TWTR $GPRO $TASR $TSLA https:…",FALSE,0,NA,2015-12-09 07:08:25,FALSE,NA,"674485735463002112",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","diggingplatinum",3,TRUE,FALSE,NA,NA
"3152","RT @DayTradeWarrior: Mid-Day Recap on Small Cap Trades - 12/7/15 https://t.co/KA96e4gXXI #Stocks #Trading $AAPL $TWTR $GPRO $TASR $TSLA htt…",FALSE,0,NA,2015-12-09 07:08:25,FALSE,NA,"674485734573801472",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","diggingplatinum",3,TRUE,FALSE,NA,NA
"3153","RT @WarriorNewsFeed: Mid-Day Recap on Small Cap Trades - 12/7/15 https://t.co/b75XpCSWXU #Stocks #Trading $AAPL $TWTR $GPRO $TASR $TSLA htt…",FALSE,0,NA,2015-12-09 07:08:24,FALSE,NA,"674485733617479680",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","diggingplatinum",2,TRUE,FALSE,NA,NA
"3154","Gosh, I do hope they give PEPSI LADY one of the $TWTR directorships - she'll SERVE 'EM well at the quarterly meetings. #IdeasForPeople",FALSE,0,NA,2015-12-09 07:03:42,FALSE,NA,"674484550144303104",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","postpositions",0,FALSE,FALSE,NA,NA
"3155","Did you even notice my 10 tweets esp. for you, @omidkordestani? Or was I just pissing in the wind? [#ChiefTweetingOfficer $TWTR prototype]",FALSE,0,NA,2015-12-09 06:59:36,FALSE,NA,"674483518412558336",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","postpositions",0,FALSE,FALSE,NA,NA
"3156","Commented on: ""Twitter's (TWTR) Management Presents at Barclays Global Technology ... https://t.co/J9XBqhqm9A $TWTR",FALSE,0,NA,2015-12-09 06:54:12,FALSE,NA,"674482160254894080",NA,"<a href=""http://seekingalpha.com"" rel=""nofollow"">SeekingAlpha.com</a>","SunilZA",0,FALSE,FALSE,NA,NA
"3157","Twitter Is Experimenting With a New, Non-Chronological Timeline - TIME https://t.co/zI5GrRJJUC #Twitter • $TWTR https://t.co/4Fqa2CaNi5",FALSE,0,NA,2015-12-09 06:51:05,FALSE,NA,"674481373298622464",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","greensboro_nc",1,FALSE,FALSE,"-122.41671493","37.7767782"
"3158","TWTR Twitter, Inc. EOD Data
https://t.co/KPZ7RveccY

$TWTR $HNU.TO $EHTH $JACK #TWTR #stock #stockmarket",FALSE,0,NA,2015-12-09 06:49:14,FALSE,NA,"674480910436175872",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","Jake132013",0,FALSE,FALSE,NA,NA
"3159","K Capital Stock Alerts - 40% OFF BLACK FRIDAY SALE! Learn More... https://t.co/wm5OCFxcYd #stockalerts $FB $TWTR",FALSE,0,NA,2015-12-09 06:44:14,FALSE,NA,"674479649028620288",NA,"<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>","KCapitalAlerts",0,FALSE,FALSE,NA,NA
"3160","Twitter's (TWTR) Management Presents at Barclays Global Technology Brokers Conference (Transcript) https://t.co/gtJEmIwRH9 $TWTR",FALSE,0,NA,2015-12-09 06:43:23,FALSE,NA,"674479437791010817",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LukeFenek",0,FALSE,FALSE,NA,NA
"3161","$twtr&gt;$fb. It's like a feed you actually want to look at.",FALSE,1,NA,2015-12-09 06:43:03,FALSE,NA,"674479352898322432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","scri66le",0,FALSE,FALSE,NA,NA
"3162","RT #Twitte's (TWTR) Management Presents at Barclays Global Technology Brokers Conference (Tran... https://t.co/JsS6JswXxW $TWTR",FALSE,0,NA,2015-12-09 06:42:43,FALSE,NA,"674479267519049728",NA,"<a href=""http://linkis.com"" rel=""nofollow"">Linkis.com</a>","H3bK11",0,FALSE,FALSE,NA,NA
"3163","HNU.TO Horizons BetaPro NYMEX Natural Gas Bull Plus ETF Company Info
https://t.co/sLELzSsBHB

$HNU.TO $TWTR $AVXL $BLTA #HNU.TO…",FALSE,0,NA,2015-12-09 06:42:03,FALSE,NA,"674479100791140352",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","leahanneta",0,FALSE,FALSE,NA,NA
"3164","DECK Deckers Outdoor Corp. Last Price
https://t.co/k90mLHW0mX

$DECK $BIEI $LMT $TWTR #DECK #invest #invest",FALSE,0,NA,2015-12-09 06:37:04,FALSE,NA,"674477848690737152",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","IHNASDAQOMX",0,FALSE,FALSE,NA,NA
"3165","AVAV AeroVironment Inc. Current Price
https://t.co/mgSky2QD6r

$AVAV $TWTR $DO $LNC #AVAV #invest #tradeideas",FALSE,0,NA,2015-12-09 06:34:21,FALSE,NA,"674477161470930944",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","Stock_Tracker1",0,FALSE,FALSE,NA,NA
"3166","The Closing Bell is out! https://t.co/zcqpdAA4Cs $EURUSD $GBPUSD $USDJPY $AUDUSD $SPY $TWTR $GPRO $YHOO $LNKD $FB $AAPL $BRD $CAT $WLT $LNKD",FALSE,0,NA,2015-12-09 06:27:05,FALSE,NA,"674475333576454144",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","TCBFx",0,FALSE,FALSE,NA,NA
"3167","RT @AmericanBanking: Twitter Stock Rating Reaffirmed by Axiom Securities $TWTR https://t.co/mxURkIoaaa",FALSE,0,NA,2015-12-09 06:23:22,FALSE,NA,"674474399563689984",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FundingMexico",2,TRUE,FALSE,NA,NA
"3168","RT @SwingWarrior: Mid-Day Recap on Small Cap Trades - 12/7/15 https://t.co/ml55va9Ps9 #Stocks #Trading $AAPL $TWTR $GPRO $TASR $TSLA https:…",FALSE,0,NA,2015-12-09 06:21:42,FALSE,NA,"674473979864858624",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","NASDAQPlays",3,TRUE,FALSE,NA,NA
"3169","RT @DayTradeWarrior: Mid-Day Recap on Small Cap Trades - 12/7/15 https://t.co/KA96e4gXXI #Stocks #Trading $AAPL $TWTR $GPRO $TASR $TSLA htt…",FALSE,0,NA,2015-12-09 06:21:42,FALSE,NA,"674473978795311105",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","NASDAQPlays",3,TRUE,FALSE,NA,NA
"3170","$TWTR yesterday made a nice move from $23.54 to $24.90. Still I am in downside.",FALSE,0,NA,2015-12-09 06:20:16,FALSE,NA,"674473619607691265",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","StocksTycoon",0,FALSE,FALSE,NA,NA
"3171","Twitter experimenting with non-chronological Timeline feed $TWTR https://t.co/xqvAK48YtR",FALSE,0,NA,2015-12-09 06:17:08,FALSE,NA,"674472830218674176",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Canados73",0,FALSE,FALSE,NA,NA
"3172","Mid-Day Recap on Small Cap Trades - 12/7/15 https://t.co/mS1GMTZxvE #Stocks #Trading $AAPL $TWTR $GPRO $TASR $TSLA https://t.co/pKLa1Tb1Be",FALSE,0,NA,2015-12-09 06:13:11,FALSE,NA,"674471835908612096",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","NYSElyDone",0,FALSE,FALSE,NA,NA
"3173","Mid-Day Recap on Small Cap Trades - 12/7/15 https://t.co/ml55va9Ps9 #Stocks #Trading $AAPL $TWTR $GPRO $TASR $TSLA https://t.co/cM7mpEaMGk",FALSE,1,NA,2015-12-09 06:13:09,FALSE,NA,"674471828170084352",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","SwingWarrior",3,FALSE,FALSE,NA,NA
"3174","Mid-Day Recap on Small Cap Trades - 12/7/15 https://t.co/KA96e4gXXI #Stocks #Trading $AAPL $TWTR $GPRO $TASR $TSLA https://t.co/qcMgrqzV5M",FALSE,3,NA,2015-12-09 06:13:07,FALSE,NA,"674471819202723841",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","DayTradeWarrior",3,FALSE,FALSE,NA,NA
"3175","Mid-Day Recap on Small Cap Trades - 12/7/15 https://t.co/b75XpCSWXU #Stocks #Trading $AAPL $TWTR $GPRO $TASR $TSLA https://t.co/DQaghcNQ0k",FALSE,0,NA,2015-12-09 06:13:02,FALSE,NA,"674471798461865985",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","WarriorNewsFeed",2,FALSE,FALSE,NA,NA
"3176","My thought is we get @StephenCurry30 to tweet

$TWTR SUPERSTAR @JACK DORSEY

his support for #EditTweet... AND it'll be as good as done!!",FALSE,0,NA,2015-12-09 06:06:45,FALSE,NA,"674470218761175040",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","postpositions",0,FALSE,FALSE,NA,NA
"3177","Boy, I sure thought we'd see 

$TWTR SUPERSTAR @JACK DORSEY 

release the #EditTweet feature way before @KimKardashian released #SaintWest.",FALSE,0,NA,2015-12-09 05:57:37,FALSE,NA,"674467920211243008",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","postpositions",0,FALSE,FALSE,NA,NA
"3178","RT @bblack3113: $TWTR @TwitterMoments you do know there are other NBA teams besides the warriors...",FALSE,0,NA,2015-12-09 05:56:52,FALSE,NA,"674467732109266944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TherealRyanpro",2,TRUE,FALSE,NA,NA
"3179","Monitor your watchlist of assets for tweets - Social Media Stocks https://t.co/7Im4LkzEEQ $FB $LNKD $TWTR $ZNGA",FALSE,0,NA,2015-12-09 05:46:21,FALSE,NA,"674465081548275712",NA,"<a href=""http://127.0.0.1:3000/"" rel=""nofollow"">Twitter tweets 111</a>","PortfolioBuzz",0,FALSE,FALSE,NA,NA
"3180","这两天美股又妖里妖气的，头大ing
$ATVI 暴雪向着历史高点不断挺进
$TWTR 历史低点…
$FEYE 反正我拿着准备当股东，小亏中 https://t.co/Cr68o9vlSv",FALSE,0,NA,2015-12-09 05:46:06,FALSE,NA,"674465020902686720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sanzomaldini",0,FALSE,FALSE,NA,NA
"3181","https://t.co/p0PkQjHVZd Tim Sykes has DVD's, Video Lessons, Live Chat Rooms and stock alerts! $FB $TWTR $STUDY #timothysykes",FALSE,0,NA,2015-12-09 05:44:40,FALSE,NA,"674464658334416896",NA,"<a href=""https://smqueue.com"" rel=""nofollow"">smqueue</a>","Trade_Alertinto",0,FALSE,FALSE,NA,NA
"3182","Skim the cream of financial news $TWTR $FB $LNKD https://t.co/SdcFckfUFB https://t.co/hBWOjuxFye",FALSE,0,NA,2015-12-09 05:43:11,FALSE,NA,"674464287868510208",NA,"<a href=""http://127.0.0.1:3000/"" rel=""nofollow"">Twitter tweets 111</a>","PortfolioBuzz",0,FALSE,FALSE,NA,NA
"3183","Boy, I sure thought we'd see 

$TWTR SUPERSTAR JACK DORSEY 

release the ""Edit Tweet"" feature way before Kim Kardashian released #SaintWest.",FALSE,1,NA,2015-12-09 05:42:54,FALSE,NA,"674464216225603585",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","postpositions",0,FALSE,FALSE,NA,NA
"3184","@benpeck @design @motherboard because $FB &gt; $TWTR",FALSE,0,"benpeck",2015-12-09 05:41:43,FALSE,"674427754792787968","674463918295764993","22166195","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","smarty",0,FALSE,FALSE,NA,NA
"3185","Twitter experimenting with non-chronological Timeline feed $TWTR https://t.co/rnnYWyxoUF",FALSE,0,NA,2015-12-09 05:39:33,FALSE,NA,"674463373321482240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PrivateCapBlog",0,FALSE,FALSE,NA,NA
"3186","RT @timothysykes: I was skeptical as hell at first about this guy https://t.co/HqLWHnzUM0 but he's been on fire lately so check him out $FB…",FALSE,0,NA,2015-12-09 05:32:05,FALSE,NA,"674461492922605568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jennkomo1",4,TRUE,FALSE,NA,NA
"3187","Why access a ticker when you can access a group of tickers - US Tech Giants https://t.co/J74uV6qAnD $AAPL $GOOG $MSFT $FB $TWTR",FALSE,0,NA,2015-12-09 05:31:17,FALSE,NA,"674461290430119937",NA,"<a href=""http://127.0.0.1:3000/"" rel=""nofollow"">Twitter tweets 111</a>","PortfolioBuzz",0,FALSE,FALSE,NA,NA
"3188","$AAPL $TWTR $FIT and 20,000+ other symbol streams on https://t.co/3M8Asr6lAX, The Discovery Engine, Social Network for Investors. #stocks",FALSE,0,NA,2015-12-09 05:31:12,FALSE,NA,"674461270666436609",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","specstockscom",0,FALSE,FALSE,NA,NA
"3189","https://t.co/e1G85M4c1d #fousalerts daytrading profit chart is impressive! check it out. $STUDY $TWTR",FALSE,1,NA,2015-12-09 05:30:15,FALSE,NA,"674461032383840256",NA,"<a href=""https://smqueue.com"" rel=""nofollow"">smqueue</a>","RJB_trading2",0,FALSE,FALSE,NA,NA
"3190","I was skeptical as hell at first about this guy https://t.co/HqLWHnzUM0 but he's been on fire lately so check him out $FB $TWTR",FALSE,16,NA,2015-12-09 05:30:10,FALSE,NA,"674461011890565120",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","timothysykes",4,FALSE,FALSE,NA,NA
"3191","Who is Tom McCarthy and how can he teach you to profit from stock promotions? https://t.co/LCohMZLxbU $TWTR $FEYE $FMI #stocks",FALSE,0,NA,2015-12-09 05:22:30,FALSE,NA,"674459082577719296",NA,"<a href=""https://smqueue.com"" rel=""nofollow"">smqueue</a>","Stock_Huntress",0,FALSE,FALSE,NA,NA
"3192","Access curated tweets- high relevancy, less spam - Social Media Stocks https://t.co/7Im4LkzEEQ $FB $LNKD $TWTR $ZNGA",FALSE,0,NA,2015-12-09 05:15:59,FALSE,NA,"674457442223325185",NA,"<a href=""http://127.0.0.1:3000/"" rel=""nofollow"">Twitter tweets 111</a>","PortfolioBuzz",0,FALSE,FALSE,NA,NA
"3193","This showed up tonight...the world's moved on to holiday themes... $TWTR is still no Google https://t.co/1hrplBWmmY",FALSE,0,NA,2015-12-09 05:11:05,FALSE,NA,"674456208674308096",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DonutShorts",0,FALSE,FALSE,NA,NA
"3194","$TWTr 
If anything, make it an optional feature you can toggle on or off https://t.co/nJar2MYHgl",FALSE,0,NA,2015-12-09 05:08:17,FALSE,NA,"674455503620202496",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","callspreads",0,FALSE,FALSE,NA,NA
"3195","Does anyone have any tips or tricks on getting a Reply, Favourite or RT from a $TWTR employee or director on @twitter? It's a mystery to me.",FALSE,0,NA,2015-12-09 04:54:00,FALSE,NA,"674451909663682560",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","postpositions",0,FALSE,FALSE,NA,NA
"3196","TWTR Twitter, Inc. Ideas
https://t.co/TvuNCUKP0u

$TWTR $ERX $EDZ $FB #TWTR #share #stocks",FALSE,1,NA,2015-12-09 04:49:05,FALSE,NA,"674450672843034624",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","Emylers",0,FALSE,FALSE,NA,NA
"3197","Qualcomm, acusado de prácticas monopolísticas por la UE - https://t.co/ExFziknkER  $ADBE $BIDU $GRPN $LNVGY $QCOM $TWTR",FALSE,0,NA,2015-12-09 04:45:29,FALSE,NA,"674449766315634689",NA,"<a href=""http://karmacracy.com"" rel=""nofollow"">Karmacracy</a>","RuidonlSistema",0,FALSE,FALSE,NA,NA
"3198","$tWtr $fB https://t.co/oZ8KBleQzy",FALSE,0,NA,2015-12-09 04:43:58,FALSE,NA,"674449384256446464",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","callspreads",0,FALSE,FALSE,NA,NA
"3199","James K. Glassman's 10 Stock Picks for 2016 $BNFT  $JNJ  $BURL  $FB  $OMB  $PSA  $RNET  $XRS  $TWTR  $XRM  https://t.co/g11ipjlPmM",FALSE,0,NA,2015-12-09 04:43:39,FALSE,NA,"674449306225537024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Jack65203",0,FALSE,FALSE,NA,NA
"3200","JPM J.P. Morgan Chase &amp; Co. Current Price
https://t.co/CbdNThFsHJ

$JPM $JCI $TWTR $VTI #JPM #stocks #pennystocks",FALSE,0,NA,2015-12-09 04:43:06,FALSE,NA,"674449166861406208",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","Emylers",0,FALSE,FALSE,NA,NA
"3201","EGRX Eagle Pharmaceuticals, Inc. Current Price
https://t.co/0J10yb4SLO

$EGRX $TWTR $SVXY $KMI #EGRX #share #pennystocks",FALSE,1,NA,2015-12-09 04:37:35,FALSE,NA,"674447779578515456",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","clayton_dd",0,FALSE,FALSE,NA,NA
"3202","RT @WrigleyTom: $TWTR 23.64
just bot for 1-yr old niece bday present
don't care what chart says ...
20-yr. holding period
~$16B mkt cap
kno…",FALSE,0,NA,2015-12-09 04:36:54,FALSE,NA,"674447607582822400",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","rusterzinho",12,TRUE,FALSE,NA,NA
"3203","RT @hannahkuchler: .@anthonynoto compares Twitter to Amazon - everyone knew what it was but few used it in the late 90s. Now everyone shops…",FALSE,0,NA,2015-12-09 04:36:20,FALSE,NA,"674447463856668672",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","rusterzinho",2,TRUE,FALSE,NA,NA
"3204","RT @tmcmill81: Noto: Doubled advertiser base in last year from 50,000 to 100,000.  $TWTR",FALSE,0,NA,2015-12-09 04:36:03,FALSE,NA,"674447391588753408",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","rusterzinho",3,TRUE,FALSE,NA,NA
"3205","$TWTR for those of you who are still following along.. covered all hedges near target. Stop on core below today https://t.co/3mK90dDtei",FALSE,0,NA,2015-12-09 04:35:21,FALSE,NA,"674447214803091456",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Japheth",0,FALSE,FALSE,NA,NA
"3206","I walked into my exam this AM with $TWTR is at 23, feels like all  is lost.
Finish exam- checkprice,back to 25. @adambain @anthonynoto #lol",FALSE,1,NA,2015-12-09 04:34:26,FALSE,NA,"674446986389524480",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","furiousjia",0,FALSE,FALSE,NA,NA
"3207","What is it ahead for US Tech Giants? Check what analysts have to say $GOOG $TWTR $AAPL https://t.co/l3Lv2AAjzE https://t.co/fcCarSXkH4",FALSE,1,NA,2015-12-09 04:33:56,FALSE,NA,"674446857976864768",NA,"<a href=""http://127.0.0.1:3000/"" rel=""nofollow"">Twitter tweets 111</a>","PortfolioBuzz",0,FALSE,FALSE,NA,NA
"3208","$twtr always needs news to go up but never needs news to continue its lead-like tendency to fall - pathetic",FALSE,0,NA,2015-12-09 04:28:54,FALSE,NA,"674445592630861824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Realmendontkill",0,FALSE,FALSE,NA,NA
"3209","So I started to think Trask... radio. $AMZN... $TWTR. 

#AMZNTWTR #CrazytownIndustries",FALSE,0,NA,2015-12-09 04:28:24,FALSE,NA,"674445468605263873",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","postpositions",0,FALSE,FALSE,NA,NA
"3210","@jimcramer @thestreet Please explain $TWTR's falling stock price. What do you recommend?",FALSE,0,"jimcramer",2015-12-09 04:28:14,FALSE,NA,"674445423466057732","14216123","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SFQuoc",0,FALSE,FALSE,NA,NA
"3211","Twitter experimenting with non-chronological Timeline feed https://t.co/fDRHiSqB2b $TWTR",FALSE,0,NA,2015-12-09 04:16:03,FALSE,NA,"674442357144621056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sushil_CS",0,FALSE,FALSE,NA,NA
"3212","Relevance vs timeliness. $TWTR https://t.co/nbKv0uy8CU",FALSE,0,NA,2015-12-09 04:14:53,FALSE,NA,"674442065686700033",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","roberee",0,FALSE,FALSE,NA,NA
